InvoiceID,invoice_date,customer_id,customer_name,country,product_id,product_name,category,quantity,unit_price,total,payment_method,return_status,ReviewScore,promo,delivery_days,shipping_cost
INV9052,23/08/2024 8:36,CUST2148,John Allen,Germany,P1141,Federal Deep,Toys,1,231.33,231.33,Bitcoin,Not Returned,2,No,,21.59
INV9053,9/11/2024 6:42,CUST1736,Charles Turner,India,P1285,Wide Arm,Beauty,1,115.99,115.99,Bitcoin,Not Returned,2,No,14,4.48
INV9054,15/11/2024 21:29,CUST2424,Regina Ramos,United States,P1223,Start Cup,Toys,4,260.15,1040.60,Bank Transfer,Not Returned,4,Yes,9,1.29
INV9055,29/10/2024 6:12,CUST1938,Amy Ramirez,UK,P1422,First Move,Electronics,5,97.85,489.25,Credit Card,Not Returned,5,Yes,14,13.06
INV9056,27/06/2024 13:14,CUST2443,Glenn Collins DDS,UK,P1038,Director Similar,Electronics,5,403.50,2017.50,Credit Card,Not Returned,3,Yes,10,19.96
INV9057,5/05/2025 18:42,CUST2284,Mrs. Michele Boyd,Australia,P1288,Major Themselves,Books,3,103.68,311.04,PayPal,Not Returned,3,No,13,2.23
INV9058,26/12/2024 8:14,CUST1176,Michael Elliott,United States,P1333,About Prevent,Garden,4,226.85,907.40,Bitcoin,Not Returned,2,No,14,4.70
INV9059,15/08/2023 1:38,CUST1174,Nicole Herring,UK,P1338,Surface Accept,Automotive,2,267.81,535.62,Bitcoin,Not Returned,,No,6,6.57
INV9060,9/04/2024 4:47,CUST1398,Ashley Hicks,U.S.,P1309,Benefit Build,Clothing,2,219.59,439.18,Bank Transfer,Not Returned,2,Yes,1,21.15
INV9061,2/09/2024 18:55,CUST1673,Timothy Hayden,New Zealand,P1146,Across Audience,Home,4,466.96,1867.84,Bitcoin,Not Returned,2,Yes,,13.44
INV9062,10/07/2023 10:28,CUST1365,Kenneth Lewis,India,P1018,First Doctor,Automotive,4,66.79,267.16,PayPal,Not Returned,3,Yes,,16.76
INV9063,18/04/2024 1:51,CUST1192,Debra Christian,India,P1404,Use Poor,Toys,5,290.24,1451.20,Bitcoin,Not Returned,2,No,14,14.03
INV9064,23/03/2024 19:29,CUST1332,Jordan Bates,USA,P1032,Visit Pass,Home,5,269.40,1347.00,Bitcoin,Not Returned,3,Yes,2,0.17
INV9065,16/11/2023 2:15,CUST2473,Aaron Little,New Zealand,P1209,Author Onto,Toys,2,256.03,512.06,Bitcoin,Not Returned,2,No,,18.04
INV9066,1/02/2025 21:11,CUST2232,Brandon Brown,Germany,P1340,Minute Economy,Automotive,5,168.74,843.70,Bitcoin,Not Returned,,No,1,24.71
INV9067,12/02/2024 3:48,CUST2147,Sarah Booth,France,P1191,Claim Last,Toys,1,432.85,432.85,Bitcoin,Not Returned,2,Yes,10,11.31
INV9068,1/07/2023 22:59,CUST2055,Gregory King,Australia,P1404,Use Poor,Toys,1,290.24,290.24,Bank Transfer,Not Returned,,Yes,6,18.81
INV9069,11/10/2023 10:23,CUST1290,David Smith,New Zealand,P1376,Son Late,Books,3,314.63,943.89,Bitcoin,Not Returned,1,Yes,9,18.67
INV9070,7/12/2024 13:01,CUST1614,Elizabeth Sharp,UK,P1367,Store Or,Clothing,5,281.25,1406.25,PayPal,Not Returned,2,No,1,11.63
INV9071,23/09/2024 2:49,CUST2451,Vickie Kennedy,Canada,P1268,Near Boy,Books,3,246.67,740.01,Bank Transfer,Not Returned,2,Yes,1,9.22
INV9072,4/09/2023 20:37,CUST1021,Patty Perez,Australia,P1421,Author Foot,Automotive,5,233.68,1168.40,Credit Card,Not Returned,1,Yes,5,2.19
INV9073,9/07/2024 2:45,CUST1858,Steven Blevins,New Zealand,P1485,Tv Need,Home,2,89.14,178.28,PayPal,Not Returned,3,No,12,9.97
INV9074,4/01/2025 9:58,CUST1563,Veronica Silva,USA,P1036,Own Instead,Beauty,1,422.21,422.21,PayPal,Not Returned,2,Yes,,16.52
INV9075,6/03/2024 22:22,CUST2287,Matthew Houston,France,P1119,Pressure With,Sports,1,136.28,136.28,Bitcoin,Not Returned,5,Yes,5,22.55
INV9076,14/09/2024 16:09,CUST2014,William Graham,France,P1252,Trial Practice,Books,5,139.50,697.50,Credit Card,Not Returned,3,No,2,13.50
INV9077,5/10/2024 5:44,CUST1635,Zachary Michael,New Zealand,P1169,Size Close,Home,3,275.07,825.21,Bitcoin,Not Returned,3,No,9,21.61
INV9078,29/01/2025 9:41,CUST2168,Timothy Monroe,Canada,P1450,Detail Participant,Garden,1,271.60,271.60,Bank Transfer,Not Returned,4,No,13,0.37
INV9079,10/06/2023 15:28,CUST1019,Carla Gray,India,P1050,I Bar,Home,3,257.22,771.66,Bitcoin,Not Returned,1,No,4,2.08
INV9080,15/10/2023 5:03,CUST2037,Eric Hunter,USA,P1292,Couple Start,Books,2,235.19,470.38,PayPal,Not Returned,2,No,5,4.21
INV9081,10/07/2023 11:22,CUST1769,Todd Thomas,UK,P1215,Southern From,Toys,2,206.01,412.02,Bitcoin,Not Returned,3,Yes,5,23.79
INV9082,1/11/2023 19:04,CUST1933,Samantha Foster,Canada,P1355,Check Too,Home,5,320.75,1603.75,Credit Card,Not Returned,4,No,2,21.74
INV9083,21/01/2025 17:04,CUST1274,Joyce Bowen,France,P1381,Trade Face,Food,1,237.61,237.61,PayPal,Not Returned,5,Yes,12,23.27
INV9084,15/12/2024 16:04,CUST1631,Joyce Brown,India,P1286,Road Nation,Clothing,4,391.71,1566.84,Bitcoin,Not Returned,1,Yes,5,18.48
INV9085,23/01/2024 23:59,CUST1373,Sergio Knight,UK,P1193,Point Girl,Automotive,1,202.84,202.84,Credit Card,Not Returned,2,Yes,12,16.23
INV9086,27/05/2023 19:24,CUST2081,Edwin Brown,USA,P1020,Forward Age,Toys,2,415.56,831.12,Credit Card,Not Returned,5,Yes,14,9.18
INV9087,7/04/2025 18:43,CUST1510,Rebecca Hicks,Germany,P1157,Bit Well,Food,5,109.26,546.30,Credit Card,Not Returned,2,No,7,13.49
INV9088,19/04/2024 7:27,CUST2286,Carrie Valdez,Australia,P1407,Ability By,Home,2,498.49,996.98,Bank Transfer,Not Returned,,No,11,3.34
INV9089,16/12/2024 8:14,CUST1572,Reginald Knapp,UK,P1121,There Ten,Automotive,1,332.63,332.63,Bank Transfer,Not Returned,3,No,12,9.00
INV9090,9/11/2024 15:56,CUST1323,Brandy Chavez,France,P1020,Forward Age,Toys,2,415.56,831.12,Bank Transfer,Not Returned,1,Yes,1,16.28
INV9091,15/09/2024 5:09,CUST2096,Rodney Evans,Germany,P1191,Claim Last,Toys,3,432.85,1298.55,PayPal,Not Returned,3,Yes,5,19.69
INV9092,3/05/2025 3:58,CUST2156,Christine Powers,Canada,P1153,Trip Use,Clothing,3,469.77,1409.31,Bank Transfer,Not Returned,,No,9,8.74
INV9093,11/09/2024 6:32,CUST2425,David Torres,New Zealand,P1344,Letter Base,Automotive,5,475.68,2378.40,Credit Card,Not Returned,2,No,,21.28
INV9094,2/11/2024 4:12,CUST1156,Joshua Perry,USA,P1054,Until Technology,Sports,3,300.22,900.66,Bank Transfer,Not Returned,,Yes,14,11.93
INV9095,10/02/2024 15:40,CUST1215,Anthony Everett,Germany,P1251,Within Leg,Clothing,5,358.20,1791.00,Bank Transfer,Not Returned,2,Yes,5,10.04
INV9096,3/05/2025 9:42,CUST1282,Jessica Garcia,USA,P1285,Wide Arm,Beauty,4,115.99,463.96,Bitcoin,Not Returned,2,Yes,9,12.75
INV9097,22/02/2024 14:52,CUST1943,Kathryn Price,U.S.,P1393,Field Late,Food,3,460.99,1382.97,PayPal,Not Returned,1,No,7,18.72
INV9098,20/07/2023 23:03,CUST2306,Grace Chavez,United States,P1323,Commercial Trouble,Garden,1,426.22,426.22,Bitcoin,Not Returned,5,No,12,3.39
INV9099,19/01/2024 20:55,CUST2036,Samantha Robertson,UK,P1288,Major Themselves,Books,2,103.68,207.36,Bitcoin,Not Returned,1,No,4,2.57
INV9100,30/09/2024 15:46,CUST2409,Nicholas Stanley,U.S.,P1043,Way Road,Garden,1,200.84,200.84,PayPal,Not Returned,,Yes,6,11.85
INV9101,22/11/2023 13:17,CUST1905,Johnathan Brown,U.S.,P1133,Prevent Show,Food,5,126.88,634.40,PayPal,Returned,,No,4,19.46
INV9102,2/05/2024 4:21,CUST1625,Michael Miller,India,P1066,From Notice,Clothing,2,435.91,871.82,Bank Transfer,Not Returned,3,No,8,6.78
INV9103,31/08/2023 8:03,CUST1421,,Germany,P1238,Rate Hour,Automotive,3,128.35,385.05,Credit Card,Not Returned,1,Yes,9,19.85
INV9104,4/10/2023 5:26,CUST1336,Daniel Kane,France,P1225,Crime Agree,Books,3,338.03,1014.09,Bank Transfer,Not Returned,1,Yes,4,8.83
INV9105,29/08/2024 7:01,CUST2342,Regina Mitchell,U.S.,P1402,Modern Mind,Food,1,295.63,295.63,Bitcoin,Not Returned,,Yes,9,20.36
INV9106,16/06/2024 5:43,CUST2248,Theresa Torres,U.S.,P1205,Speech Check,Books,3,185.29,555.87,Bank Transfer,Not Returned,4,Yes,9,22.26
INV9107,17/05/2023 12:30,CUST1251,Olivia Harris,India,P1054,Until Technology,Sports,2,300.22,600.44,Bank Transfer,Not Returned,3,No,1,22.01
INV9108,19/02/2025 22:38,CUST1181,Tina Sanders,UK,P1231,During Right,Food,2,101.25,202.50,Bitcoin,Returned,4,Yes,9,0.72
INV9109,6/02/2024 6:42,CUST1480,Dawn Mullins,France,P1434,Whom Matter,Clothing,1,325.62,325.62,Credit Card,Not Returned,1,No,12,5.22
INV9110,25/07/2024 12:34,CUST1152,Denise Jones,U.S.,P1115,Sometimes Should,Books,3,87.32,261.96,Credit Card,Not Returned,1,No,12,15.80
INV9111,29/08/2024 3:28,CUST1985,Elizabeth Flores,New Zealand,P1434,Whom Matter,Clothing,1,325.62,325.62,Bitcoin,Not Returned,4,Yes,5,22.68
INV9112,1/03/2024 13:15,CUST2441,Derrick Espinoza,United States,P1119,Pressure With,Sports,2,136.28,272.56,Bitcoin,Not Returned,5,No,14,8.91
INV9113,22/10/2024 20:30,CUST1400,Robin Young,USA,P1447,Share Resource,Toys,1,419.55,419.55,Credit Card,Not Returned,4,Yes,6,18.89
INV9114,20/01/2025 20:39,CUST1612,Franklin Wright,New Zealand,P1018,First Doctor,Automotive,3,66.79,200.37,Bitcoin,Not Returned,5,Yes,8,17.57
INV9115,2/02/2024 21:47,CUST2025,Amanda Hill,Canada,P1421,Author Foot,Automotive,2,233.68,467.36,Credit Card,Not Returned,,Yes,9,16.29
INV9116,27/04/2025 7:40,CUST1827,Claudia Jordan,USA,P1199,Degree Travel,Beauty,4,221.01,884.04,Bank Transfer,Not Returned,1,No,5,23.93
INV9117,22/06/2024 11:08,CUST1689,Maria Brown,United States,P1100,Remain Job,Sports,5,99.25,496.25,Credit Card,Not Returned,4,No,6,7.89
INV9118,20/06/2024 9:28,CUST1737,Arthur Hamilton MD,India,P1048,Always Side,Food,2,202.70,405.40,PayPal,Not Returned,2,No,8,20.79
INV9119,31/07/2024 13:45,CUST1578,Melissa Bishop,U.S.,P1117,Budget Sister,Sports,1,451.71,451.71,Bank Transfer,Not Returned,4,Yes,7,6.81
INV9120,16/04/2024 22:41,CUST1822,Jose Ramirez,United States,P1340,Minute Economy,Automotive,4,168.74,674.96,Bitcoin,Not Returned,2,No,12,11.16
INV9121,9/08/2024 21:09,CUST1855,Melissa Abbott,France,P1002,South Property,Home,3,369.55,1108.65,Credit Card,Not Returned,1,Yes,2,15.10
INV9122,20/02/2024 10:56,CUST1563,Veronica Silva,France,P1017,Five According,Electronics,5,366.22,1831.10,Bank Transfer,Not Returned,4,Yes,6,6.75
INV9123,6/12/2023 2:06,CUST1684,James Whitaker,United States,P1305,Range What,Beauty,5,268.71,1343.55,Bitcoin,Not Returned,5,No,9,24.03
INV9124,22/09/2024 14:37,CUST2047,James Martin,Australia,P1481,West Month,Electronics,2,150.22,300.44,Bitcoin,Not Returned,,No,8,9.71
INV9125,30/12/2024 9:35,CUST1124,Helen Jones,Australia,P1170,Affect Hand,Beauty,1,293.34,293.34,Bank Transfer,Not Returned,4,Yes,2,4.60
INV9126,1/06/2024 4:39,CUST1235,Kathryn Snyder,France,P1171,Return He,Home,4,217.74,870.96,Credit Card,Not Returned,2,No,9,1.55
INV9127,26/01/2025 11:34,CUST1271,Veronica Simpson,USA,P1270,The Understand,Electronics,5,197.48,987.40,Credit Card,Not Returned,,No,9,16.70
INV9128,29/11/2024 9:35,CUST2364,Karen Gomez,New Zealand,P1087,Sound Central,Beauty,5,221.86,1109.30,Bank Transfer,Not Returned,,No,,18.74
INV9129,31/12/2024 20:00,CUST2188,Kelly Johnson,Canada,P1103,Full Guy,Garden,2,432.60,865.20,PayPal,Not Returned,4,Yes,8,4.41
INV9130,27/05/2024 17:25,CUST1904,Ashley Moreno,France,P1478,Best Life,Clothing,2,224.62,449.24,Bitcoin,Not Returned,5,No,6,10.49
INV9131,18/11/2023 17:47,CUST1607,David Lopez,U.S.,P1345,Plant Plan,Home,5,99.81,499.05,Bitcoin,Not Returned,3,No,8,0.98
INV9132,26/10/2023 1:33,CUST1024,Matthew Foster,India,P1328,Show Specific,Toys,3,280.12,840.36,Bitcoin,Not Returned,2,No,1,23.50
INV9133,20/08/2023 15:21,CUST1710,Anthony Jones,Canada,P1499,Thus Phone,Books,1,499.69,499.69,PayPal,Not Returned,3,Yes,14,18.61
INV9134,8/08/2023 20:01,CUST1098,Jessica Smith,India,P1447,Share Resource,Toys,5,419.55,2097.75,Bitcoin,Not Returned,5,Yes,4,20.48
INV9135,27/11/2023 11:52,CUST1716,Steven Rivera,Australia,P1365,Role Scene,Food,1,474.82,474.82,Credit Card,Not Returned,3,No,6,15.31
INV9136,30/12/2024 21:58,CUST2429,Jeffrey Carter,United States,P1188,Process Rich,Garden,5,178.08,890.40,Credit Card,Not Returned,1,No,5,2.68
INV9137,18/11/2023 6:37,CUST1764,Jorge Stone,UK,P1442,Step Teach,Home,5,432.69,2163.45,Bank Transfer,Not Returned,1,Yes,2,22.55
INV9138,8/10/2024 14:56,CUST1217,Mark Brown,U.S.,P1125,Focus Listen,Automotive,3,35.17,105.51,Bank Transfer,Not Returned,1,Yes,2,12.84
INV9139,27/08/2023 5:51,CUST1375,Paul Lewis,Australia,P1282,Feeling Main,Sports,4,129.87,519.48,Bank Transfer,Not Returned,3,Yes,12,11.01
INV9140,13/05/2024 7:06,CUST1150,David Wright,France,P1236,Throughout Point,Books,5,92.06,460.30,Bank Transfer,Not Returned,5,Yes,13,23.58
INV9141,29/11/2023 6:46,CUST1671,Kristin Mendoza,United States,P1242,Common Data,Garden,3,308.26,924.78,Bitcoin,Not Returned,4,No,1,1.42
INV9142,29/09/2024 23:55,CUST1384,Aimee Turner,Germany,P1369,So Particular,Food,4,116.72,466.88,PayPal,Not Returned,4,Yes,9,0.14
INV9143,10/01/2024 13:56,CUST1706,Adam Jackson,Canada,P1024,Wide On,Books,3,387.67,1163.01,Bitcoin,Returned,3,Yes,14,13.35
INV9144,25/03/2025 14:33,CUST1675,Larry Harris,New Zealand,P1308,Significant Candidate,Sports,2,412.05,824.10,PayPal,Returned,5,Yes,11,18.29
INV9145,7/09/2024 19:05,CUST1840,Casey Perez,UK,P1380,Campaign Run,Electronics,1,207.22,207.22,Bitcoin,Not Returned,,Yes,5,18.17
INV9146,14/03/2025 2:03,CUST2000,Matthew Davis MD,United States,P1345,Plant Plan,Home,4,99.81,399.24,Bitcoin,Not Returned,1,Yes,8,6.18
INV9147,29/02/2024 4:21,CUST1176,Michael Elliott,France,P1356,Alone Region,Garden,4,55.78,223.12,Bank Transfer,Not Returned,2,Yes,8,24.58
INV9148,6/01/2025 17:02,CUST1922,Megan Green,Australia,P1283,Compare Knowledge,Clothing,4,237.80,951.20,Bank Transfer,Not Returned,3,Yes,12,22.15
INV9149,23/02/2025 10:08,CUST1823,Jackie Clements,USA,P1231,During Right,Food,5,101.25,506.25,Bank Transfer,Not Returned,4,Yes,10,8.45
INV9150,4/01/2024 16:06,CUST1399,Hannah Luna,Australia,P1083,Everybody Bed,Sports,3,482.36,1447.08,Bitcoin,Not Returned,4,No,13,9.81
INV9151,8/06/2024 3:36,CUST1908,William Miller,U.S.,P1456,Though Allow,Sports,1,26.61,26.61,PayPal,Not Returned,2,Yes,2,17.90
INV9152,18/06/2023 23:24,CUST2463,Matthew Miles,U.S.,P1482,Class Customer,Beauty,4,218.19,872.76,Bank Transfer,Returned,2,Yes,13,12.70
INV9153,30/06/2024 22:08,CUST2174,Kyle Andrade,India,P1275,Open Impact,Electronics,4,46.55,186.20,PayPal,Not Returned,4,No,8,22.20
INV9154,23/09/2024 20:58,CUST2010,Kathryn Lester,India,P1394,Politics Thus,Garden,1,66.56,66.56,Bitcoin,Not Returned,4,Yes,1,9.11
INV9155,22/09/2023 18:30,CUST2326,Jacob Hill,United States,P1294,Wall Safe,Home,5,304.92,1524.60,Credit Card,Not Returned,4,No,10,3.73
INV9156,5/10/2024 11:13,CUST2288,Jamie Solomon,Australia,P1094,Employee Eight,Electronics,4,430.52,1722.08,Bitcoin,Not Returned,4,Yes,1,15.26
INV9157,24/04/2024 10:53,CUST2292,Christine Lopez,U.S.,P1242,Common Data,Garden,3,308.26,924.78,Bank Transfer,Not Returned,1,Yes,9,12.45
INV9158,2/08/2023 14:22,CUST1702,Karl Branch,Germany,P1494,Impact Sell,Automotive,5,83.20,416.00,Bitcoin,Not Returned,3,No,14,17.22
INV9159,24/04/2024 21:06,CUST1106,Sharon Cherry,U.S.,P1227,Practice Example,Home,2,17.09,34.18,PayPal,Not Returned,4,No,12,20.73
INV9160,2/12/2024 4:52,CUST1315,Jordan Chambers,Australia,P1365,Role Scene,Food,5,474.82,2374.10,Bitcoin,Not Returned,,No,7,13.28
INV9161,29/05/2024 11:36,CUST1761,Amanda Terrell,France,P1026,Own With,Clothing,3,193.16,579.48,Bitcoin,Not Returned,5,No,,15.20
INV9162,4/11/2024 5:48,CUST1595,Sherry Woods,India,P1067,Other Citizen,Toys,1,421.63,421.63,Credit Card,Not Returned,3,No,13,15.07
INV9163,20/07/2024 9:26,CUST2004,Mary Miller,Canada,P1042,Method That,Beauty,4,110.25,441.00,Credit Card,Not Returned,5,No,7,13.41
INV9164,3/02/2024 16:17,CUST2248,Theresa Torres,Australia,P1428,Outside Power,Garden,3,65.11,195.33,Credit Card,Not Returned,5,No,12,23.58
INV9165,30/10/2023 21:56,CUST1449,Phillip Nelson,France,P1031,Evidence Hit,Clothing,2,306.52,613.04,PayPal,Not Returned,,Yes,5,13.87
INV9166,20/11/2024 1:09,CUST1517,Michael Cooper,United States,P1104,Phone Reality,Electronics,1,338.32,338.32,Bitcoin,Not Returned,1,Yes,7,6.81
INV9167,7/05/2024 23:59,CUST2195,Cynthia Mueller,Australia,P1463,Treatment Stay,Garden,5,54.36,271.80,Credit Card,Not Returned,4,No,,2.91
INV9168,12/03/2024 3:53,CUST1624,Shelley Miller,Germany,P1473,Network Five,Electronics,5,310.64,1553.20,Credit Card,Not Returned,1,No,6,5.81
INV9169,9/02/2024 19:21,CUST2448,Randy Wright,France,P1322,Travel Citizen,Sports,5,171.52,857.60,PayPal,Not Returned,,No,2,6.78
INV9170,2/03/2025 23:07,CUST2394,Joanna Cook,U.S.,P1499,Thus Phone,Books,1,499.69,499.69,Credit Card,Not Returned,,Yes,4,16.35
INV9171,17/12/2024 20:53,CUST1834,Bonnie Santos,New Zealand,P1096,Standard Law,Toys,5,336.14,1680.70,Bank Transfer,Not Returned,4,No,1,12.80
INV9172,2/08/2024 10:45,CUST1694,Mary Jensen,USA,P1410,Buy Sing,Garden,4,177.24,708.96,PayPal,Not Returned,2,No,,20.27
INV9173,10/06/2023 12:49,CUST1828,Derrick Clayton,Canada,P1443,Job Without,Toys,1,387.47,387.47,Bitcoin,Not Returned,4,No,9,12.35
INV9174,21/08/2024 13:24,CUST1331,Colton Martinez,France,P1037,Outside Whose,Electronics,1,118.38,118.38,Bank Transfer,Not Returned,1,No,14,13.87
INV9175,14/01/2024 7:20,CUST1431,Jack White,Germany,P1321,Try Receive,Garden,3,287.08,861.24,PayPal,Not Returned,3,Yes,,11.19
INV9176,12/11/2024 2:06,CUST1213,Katherine Salas,U.S.,P1029,Magazine Heart,Beauty,2,108.71,217.42,Bitcoin,Not Returned,5,Yes,8,11.19
INV9177,23/02/2024 4:33,CUST2380,Kevin Nguyen,Germany,P1100,Remain Job,Sports,3,99.25,297.75,PayPal,Not Returned,5,Yes,5,1.00
INV9178,12/10/2024 18:06,CUST2480,Russell Anderson,France,P1482,Class Customer,Beauty,4,218.19,872.76,Bitcoin,Not Returned,3,Yes,12,11.01
INV9179,12/08/2024 5:36,CUST1419,Jake Campbell,USA,P1032,Visit Pass,Home,2,269.40,538.80,PayPal,Not Returned,1,No,3,24.76
INV9180,25/11/2023 17:28,CUST1463,Taylor Carlson,France,P1457,Group How,Garden,5,354.09,1770.45,PayPal,Not Returned,2,Yes,3,6.10
INV9181,12/04/2024 8:01,CUST1760,Mary Kelly,U.S.,P1411,Thus Despite,Beauty,3,163.92,491.76,Bitcoin,Not Returned,2,Yes,1,15.17
INV9182,28/03/2025 10:42,CUST1400,Robin Young,New Zealand,P1326,Approach Kind,Beauty,3,143.43,430.29,Credit Card,Not Returned,1,Yes,7,10.53
INV9183,28/06/2024 0:53,CUST1416,Gwendolyn Klein,France,P1323,Commercial Trouble,Garden,5,426.22,2131.10,Credit Card,Not Returned,1,Yes,7,19.50
INV9184,29/06/2023 10:43,CUST1564,Molly Watts,United States,P1380,Campaign Run,Electronics,5,207.22,1036.10,PayPal,Not Returned,2,Yes,14,23.77
INV9185,6/07/2024 16:36,CUST1837,Carol Sanders,United States,P1194,List Occur,Automotive,1,168.92,168.92,Bank Transfer,Not Returned,3,No,,23.80
INV9186,28/10/2023 11:45,CUST2289,Heather Parrish,India,P1304,Game Role,Food,4,392.40,1569.60,Credit Card,Not Returned,,Yes,1,1.84
INV9187,6/08/2023 6:08,CUST1210,Christopher Smith,Australia,P1292,Couple Start,Books,3,235.19,705.57,Bank Transfer,Not Returned,4,Yes,11,21.27
INV9188,12/07/2023 8:30,CUST2095,James Chapman,India,P1079,Great Beautiful,Automotive,1,384.09,384.09,Credit Card,Not Returned,3,No,9,20.84
INV9189,13/05/2024 3:19,CUST1087,Christopher Bass,New Zealand,P1286,Road Nation,Clothing,4,391.71,1566.84,Bitcoin,Not Returned,1,No,2,18.46
INV9190,1/06/2024 2:13,CUST2128,Anna Briggs,Canada,P1122,Field Address,Garden,1,81.62,81.62,Bitcoin,Not Returned,4,No,14,15.71
INV9191,7/11/2023 15:35,CUST1878,Michelle Jackson,Germany,P1026,Own With,Clothing,2,193.16,386.32,PayPal,Not Returned,,No,8,22.38
INV9192,1/05/2025 9:11,CUST2363,Samantha Jones,United States,P1093,Simply Need,Electronics,4,118.33,473.32,Bank Transfer,Not Returned,5,Yes,11,16.61
INV9193,4/01/2025 2:28,CUST1472,Lori Ingram,United States,P1086,Save Case,Sports,3,497.60,1492.80,PayPal,Not Returned,4,Yes,,12.69
INV9194,1/01/2025 13:36,CUST1460,Kelsey Rodriguez,UK,P1318,Animal Special,Books,2,416.21,832.42,PayPal,Not Returned,2,Yes,4,0.27
INV9195,4/11/2024 23:52,CUST1069,William Baker,UK,P1387,Owner Show,Books,1,215.44,215.44,Bank Transfer,Not Returned,2,No,7,5.97
INV9196,14/10/2023 19:24,CUST1410,Angela Lin,Canada,P1392,Story Seat,Food,2,375.73,751.46,Credit Card,Not Returned,1,Yes,10,21.85
INV9197,6/04/2025 20:30,CUST2217,Samantha Zavala MD,New Zealand,P1348,Fall President,Automotive,5,300.41,1502.05,PayPal,Not Returned,2,No,,14.04
INV9198,24/04/2025 14:48,CUST1604,Mrs. Virginia Daniels,United States,P1254,Garden Trial,Clothing,4,73.50,294.00,PayPal,Not Returned,5,No,8,15.14
INV9199,29/01/2025 12:04,CUST1847,Joseph Smith,Germany,P1472,Five Direction,Garden,5,436.83,2184.15,Credit Card,Not Returned,4,Yes,2,23.90
INV9200,28/02/2025 17:00,CUST1625,Michael Miller,France,P1407,Ability By,Home,5,498.49,2492.45,Bitcoin,Not Returned,2,Yes,10,9.87
INV9201,13/03/2024 8:22,CUST2339,Miss Kelly Dawson,Germany,P1241,Matter Certain,Automotive,4,299.75,1199.00,Bitcoin,Not Returned,2,No,10,5.41
INV9202,5/03/2025 14:49,CUST2140,Patricia Ray,India,P1443,Job Without,Toys,2,387.47,774.94,PayPal,Not Returned,1,Yes,8,9.48
INV9203,16/10/2024 11:41,CUST1122,April Frost,Germany,P1229,Position During,Food,5,425.62,2128.10,Bitcoin,Not Returned,1,Yes,2,3.38
INV9204,15/05/2024 7:08,CUST1552,Diana Hays,Canada,P1154,Range Imagine,Home,4,135.91,543.64,PayPal,Not Returned,5,Yes,6,10.28
INV9205,15/11/2024 2:55,CUST1210,Christopher Smith,India,P1307,Common Serious,Beauty,4,11.26,45.04,PayPal,Returned,2,Yes,5,19.04
INV9206,3/04/2025 0:15,CUST2271,Kimberly Lutz,India,P1287,Well Change,Electronics,3,378.35,1135.05,Bank Transfer,Not Returned,2,No,1,22.28
INV9207,13/03/2024 17:51,CUST1823,Jackie Clements,India,P1254,Garden Trial,Clothing,3,73.50,220.50,Bank Transfer,Not Returned,2,Yes,12,24.45
INV9208,23/07/2023 6:24,CUST1039,Brittany Farmer,USA,P1304,Game Role,Food,5,392.40,1962.00,Bank Transfer,Not Returned,5,No,11,7.34
INV9209,14/10/2023 21:24,CUST1412,Julian Conner,U.S.,P1110,Child Let,Toys,3,234.00,702.00,Bank Transfer,Not Returned,,No,11,22.49
INV9210,6/12/2023 11:59,CUST1696,Joseph Hill,India,P1487,Generation Character,Sports,3,311.76,935.28,PayPal,Not Returned,5,Yes,8,2.51
INV9211,18/03/2025 18:32,CUST1070,Jordan Henderson,New Zealand,P1376,Son Late,Books,3,314.63,943.89,PayPal,Not Returned,,No,9,11.52
INV9212,1/05/2025 16:26,CUST2130,James Jefferson,New Zealand,P1376,Son Late,Books,1,314.63,314.63,PayPal,Not Returned,4,Yes,2,6.62
INV9213,25/09/2024 3:28,CUST2001,Stephen Wood,New Zealand,P1475,House Still,Toys,5,498.73,2493.65,Credit Card,Not Returned,,No,14,8.41
INV9214,6/09/2023 12:56,CUST1645,Kim Morrow,U.S.,P1231,During Right,Food,2,101.25,202.50,Credit Card,Not Returned,5,Yes,5,5.37
INV9215,17/03/2025 12:53,CUST1308,Kiara Mcintyre,New Zealand,P1221,Worker Single,Automotive,2,239.23,478.46,Bank Transfer,Not Returned,4,Yes,5,16.12
INV9216,24/12/2024 22:03,CUST1773,Samuel Wong,New Zealand,P1078,Choose Cause,Garden,3,408.93,1226.79,Credit Card,Not Returned,,Yes,12,16.12
INV9217,15/09/2024 6:05,CUST1980,James Oconnor,U.S.,P1025,Much Only,Clothing,4,428.38,1713.52,Credit Card,Not Returned,3,No,3,16.57
INV9218,28/02/2024 17:35,CUST2422,Kristy Mills,New Zealand,P1301,War Defense,Books,5,55.44,277.20,PayPal,Not Returned,5,No,,12.02
INV9219,29/10/2024 17:34,CUST2332,Michael Martin,U.S.,P1035,First Best,Automotive,2,113.71,227.42,Bitcoin,Not Returned,1,Yes,12,12.84
INV9220,2/05/2025 15:57,CUST1724,Mary Miller,India,P1128,Sister Note,Automotive,2,82.93,165.86,Bank Transfer,Not Returned,2,Yes,13,12.98
INV9221,23/01/2025 19:59,CUST1292,Jeremy Reed,Canada,P1331,Buy Way,Sports,5,246.85,1234.25,Credit Card,Not Returned,4,Yes,9,1.63
